,0,aspect,prediction
725,"if you hold down the scroll wheel too long ( which is common if you have a lot of songs to sort through ) , it will get "" stuck "" rapidly going through the songs and wo n't stop until several seconds after you let your finger off of it . ",scroll wheel!-,|wheel!long
726,case - the nomad comes with a leather holding case . ,,|case!nomad|nomad!case
727,"it would have been much nicer if it had a window so you could see the screen , and if the button did n't cover up the ac jack . ",case!-,
728,that way i could keep it in the case all the time . ,,
729,"as it stands now , the case is pretty useless unless you 're packing the player up for travel , or if you load up all your songs beforehand . ",case!-,case!useless
730,you can cut up the case a bit with an xacto knife and make it useable though . ,,
731,"overall , i feel that it 's a decent buy , and am happy that i own it . ",player!+,buy!decent
732,"i am willing to overlook it 's problems to get superior sound quality and low price , although i feel the player has a lot of room for improvement . ",sound!+|price!+|player!-,quality!superior|price!superior
733,"after looking over multiple large mp3 players , i decided to get this one . ",,|mp3!large
734,"for the price and size and features , you can 't beat the price . ",price!+,
735,"a 10 gb ipod is just as much and i have heard from multiple sources that the ipod is very loud and you can heard the hard drive everytime it spins , accesses files or does antyhing . ",,ipod!loud|gb!loud|drive!hard|antyhing!ipod
736,"i think the reson for the creative being larger is for sound dampening and protection , whihc is a plus , but then again it is only speculation . ",,|speculation!only|protection!sound|plus!speculation|whihc!speculation
737,the buttons and interface are very easy to use . ,button!+,interface!easy
738,"simple click buttons , back buttons volume and display are very easy to read , access and use . ",click buttons!+|display!+,click!easy|volume!easy|display!volume
739,but the major problem i had was with the software . ,software!-,
740,"you are not able to simply import files , but rather you have to go through multiple steps to find them . ",,
741,the instructions that come with it do n't explain how to make things simple . ,instruction!-,
742,the quick sync is n't any good becuase it either needs to be configured properly or just is n't very useful . ,sync!-,becuase!good|sync!good
743,i tried to make sense of the file transfer program and just got more confused . ,transfer!-,
744,i tried to take a cd and simply rip it onto a hard drive and then transfer into the player . ,,drive!hard
745,well that was not a simple task . ,,task!well
746,i ended up suing windows player to make mp3 's ( actually wma files ) and then using the probram to transfer . ,,|wma!mp3
747,"i think the lack of the mp3 player being able to run without special software is also a downer , becuase it makes it more cumbersome for people less computer illiterate . ",,illiterate!cumbersome|becuase!cumbersome|lack!able|player!able|software!special|software!able|computer!cumbersome
748,"buy this for the storage and price , avoid it if you know nothing about computers . ",,
749,with this mp3 player you get much more memory for much less than an ipod . ,mp3 player!+,|memory!much|player!memory|ipod!much
750,an ipod with the same amount of memory is $ 150 cheaper . ,,ipod!cheaper|amount!cheaper|memory!same
751,"the reason for this the ipod has "" a better user interface "" . ",,interface!better|user!better|reason!interface
752,i have found that the interface on the nomad is very easy to use if you have a basic knowledge of a computer . ,interface!+,interface!easy|nomad!easy|knowledge!basic|computer!basic
753,also the ipod has games on it . ,,
754,"games are ok for a cell phone , but mp3 's are for music . ",,|music!mp3|music!ok|phone!music
755,i purchased this player last week . ,,|week!last
756,i did a little research on the web and this is the player i decided on . ,,|research!little|web!little|player!research
757,i refuse to buy anything made by apple and the nomad is about $ 200 cheaper anyway . ,,anything!refuse
758,i have had no problem what-so-ever with this product . ,product!+,product!problem
759,the software installed flawlessly and without any problems on my windows 2k machine . ,software!+,
760,"the headphones are n't the best , but you can really expect much out of the small headphones you insert in the ear cavity . ",headphone!-,
761,"the battery life seems good , takes very lttle time to charge , it uploads mp3s quickly and there is no delay between songs . ",battery life!+,life!good|time!lttle
762,"took me a few tries to get use to the navigation , but it 's a very user friendly player imo . ",navigation!+,imo!friendly|user!friendly|player!friendly
763,"i have n't messed with the firmware at all , the player worked perfect for me right out of the box . ",player!+,player!worked|box!worked
764,"all-in-all , this is another excellent creative product . ",product!+,product!excellent
765,"if you have the money and need 40 gb , this is the player for you . ",,
766,"it 's small , light and nice looking and the display is decent as well . ",size!+,display!decent
767,i would recommend this product to anyone . ,product!+,product!recommend|anyone!product
768,"before asking for the zen xtra specifically for christmas i researched many different mp3 players but finally decided on this one , and now that i have it i could n't be happier and i 'm convinced it 's the best one out there . ",player!+,|mp3!many
769,"many people have written about the software being its one downfall , personally i have n't had a single problem with the software , i 'm running windows me . ",software!+,software!downfall|problem!downfall|downfall!problem
770,"the cd ripping to mp3 is so easy , and you can even rip the cd directly to the mp3 player , so it wo n't take up space on your pc hard drive . ",cd rip!+,cd!easy|pc!hard|drive!hard|player!cd
771,"the software runs smooth , it 's nice to look at , it 's very organized , easy to follow and makes things very simple . ",software!+,software!smooth
772,"the controls on the player are very simple , no need for a manual . ",control!+,|player!simple
773,"the player is fast and sounds great , it also has many options like slowing or speeding up the music , or making it sound like you 're hearing the music in a huge auditorium . ",player!+,player!fast|music!like|auditorium!huge|auditorium!like
774,"the battery lasts very long when playing music , but writing files to the player drains the battery fast , so you need to have it plugged into an outlet when sending files . ",battery!+,battery!drains|player!drains
