,index,sentence,lambda,raw_aspect,sentiment,aspect,target
531,531,"after about a minute of trying to tell me that most people use the lcd and not the view finder , they finally admitted , it was a design flaw in the camera . ","trying_VB_N_0(tell_VB_N_0(me_PRP_N_0,use_VB_N_0(CC(view_NN_N_0,lcd_NN_N_0),seq(minute_NN_N_0,people_NNS_N_0))),admitted_VB_N_0(was_VB_N_0(CC(camera_NN_N_0,design+flaw_NN_N_0),it_PRP_N_0),they_PRP_N_0))",[],[],[],
532,532,everything else about the camera is great . ,"CC(camera_NN_P_1,everything_NN_P_1)","['camera_NN_P_1', 'everything_NN_P_1']","[1, 1]","['camera', 'everything']",camera[+2]
533,533,"if you strictly use the lcd and not the view finder , i highly recommend the camera . ","use_VB_N_0(CC(view+finder_NN_N_0,lcd_NN_N_0),you_PRP_N_0,recommend_VB_P_1(camera_NN_N_0,i_FW_N_0))",[],[],[],camera[+2]
534,534,"however for me , i occasionally use the view finder and trying to frame in a picture with the lens blocking the view is too much . ","me_PRP_N_0(CC(trying_VB_N_0(blocking_VB_N_0(view_NN_N_0,lens_NN_N_0,picture_NN_N_0,frame_NN_N_0)),use_VB_N_0(view+finder_NN_N_0,i_FW_N_0)))",[],[],[],
535,535,i 'm sending mine back and am waiting for the problem to be corrected . ,"CC(waiting_VB_N_0(problem_NN_Ne_1(be_VB_N_0(\X.corrected_VB_N_0(X)))),am_VB_N_0(sending_VB_N_0(mine_PRP_N_0)),i_FW_N_0)",['problem_NN_Ne_1'],[0],['problem'],
536,536,"i 've been using a powershot s330 for nearly a year , and wanted to upgrade to a 4 or 5 megapixel camera with a longer zoom , more adjustability , a hot shoe for an external flash , and a remote control . ","ve_FW_N_0(CC(wanted_VB_N_0(upgrade_VB_N_0(CC(\X.X,megapixel+camera_NN_N_0))),been_VB_N_0(year_NN_N_0(using_VB_N_0(powershot+s330_NN_N_0)))),i_FW_N_0)",[],[],[],
537,537,"i looked at both the nikon coolpix 5700 and the canon g3 , and decided on the g3 due both to ergonomics ( much more comfortable to hold and use ) and the price . ","CC(decided_VB_N_0(CC(CC(price_NN_N_0,ergonomics_NNS_N_0(CC(\X.use_VB_N_0(X),\X.hold_VB_N_0(X)))),g3_NN_N_0)),looked_VB_N_0(CC(CC(canon+g3_NN_N_0,seq(nikon_JJ_N_0,coolpix_NN_N_0)))),i_LS_N_0)",[],[],[],
538,538,i 've had the camera for about two weeks and shot hundreds of pictures so far . ,"ve_FW_N_0(CC(shot_NN_N_0(CC(pictures_NNS_N_0,hundreds_NNS_N_0)),weeks_NNS_N_0(had_VB_N_0(camera_NN_N_0))),i_FW_N_0)",[],[],[],
539,539,"and so far , i 've been very pleased . ","CC(ve_FW_N_0(been_VB_N_0(pleased_JJ_P_2),i_FW_N_0))",[],[],[],camera[+3][u]
540,540,"there 's a noticeable difference in the quality of a 4 megapixel image versus the 2 megapixels of the s330 , especially if you want to crop and enlarge the pictures . ","want_VB_N_0(CC(\X.enlarge_VB_N_0(X),crop_NN_N_0,pictures_NNS_N_0),you_PRP_N_0,CC(CC(s330_NN_N_0,megapixels_NNS_N_0),4+megapixel+image_NN_N_0),quality_NN_N_0,noticeable+difference_NN_N_0)",[],[],[],
541,541,"the larger lens of the g3 gives better picture quality in low light , and the 4-times optical zooms gets you just that much closer . ","CC(you_PRP_N_0(CC(zooms_NNS_N_0,zooms_NNS_N_0)),low+light_NN_N_0(gives_VB_N_0(better+picture+quality_NN_N_0),CC(g3_NN_N_0,larger+lens_NN_N_0)))",[],[],[],"lens[+2],optical zoom[+1]"
542,542,the moveable lcd screen is great . ,"seq(great_JJ_P_1,moveable+lcd+screen_NN_N_0)",[],[],[],lcd[+2]
543,543,"you can take pictures with the camera held above your head , way down , or beside you with no problem , allowing you to position the camera for the best shot without contorting yourself . ","allowing_VB_N_0(you_PRP_N_0,contorting_VB_N_0(yourself_PRP_N_0,best+shot_NN_N_0(position_VB_N_0(camera_NN_N_0))),problem_NN_Ne_1,CC(\X.X,you_PRP_N_0,head+way_NN_N_0(\X.held_VB_N_0(X)),camera_NN_N_0,take_VB_N_0(pictures_NNS_N_0)),you_PRP_N_0)",['problem_NN_Ne_1'],[0],['problem'],
544,544,"the tiny ( postage-stamp sized ) remote unit is wonderful : not only does it trigger the shutter , it can also be used to zoom and review pictures . ","does_VB_N_0(it_PRP_N_0,trigger_VB_N_0(shutter_NN_N_0(be_VB_N_0(used_VB_N_0(CC(\X.review_VB_N_0(X),\X.zoom_VB_N_0(X),pictures_NNS_N_0)),it_PRP_N_0))),remote+unit_NN_P_1)",['remote+unit_NN_P_1'],[1],['remote unit'],remote[+2]
545,545,"i also purchased a good sturdy tripod : the combination of the new camera , tripod and remote control enabled me to take some remarkable indoor , natural-light portraits i never would have attempted before . ","CC(enabled_VB_N_0(me_PRP_N_0,take_VB_N_0(have_VB_N_0(\X.attempted_VB_N_0(X),CC(naturallight_NN_P_1,portraits_NNS_P_1),i_FW_N_0)),remote+control_NN_N_0),CC(new+camera+tripod_NN_P_1,combination_NN_P_1,i_LS_N_0))","['naturallight_NN_P_1', 'new+camera+tripod_NN_P_1', 'combination_NN_P_1']","[1, 1, 1]","['naturallight', 'new camera tripod', 'combination']",
546,546,the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit : ,"allowed_VB_N_0(me_PRP_N_0,CC(\X.use_VB_N_0(X),\X.buy_VB_N_0(X),sophisticated+flash+unit_NN_N_0),seq(hot_JJ_P_1,shoe+flash+attachment_NN_N_0))",[],[],[],hot shoe flash[+1]
547,547,i chose the canon speedlite 420 . ,"chose_VB_N_0(CC(canon_NN_N_0,speedlite_NN_N_0),i_LS_N_0)",[],[],[],
548,548,"this has made the greatest difference in the quality of my photographs : the built-in flash on any of these cameras gives you flat photos , red-eye , and annoying shadows ; a good add-on flash unit can be bounced off the ceiling or wall for pleasing , almost-natural lighting . ","has_VB_N_0(made_VB_N_0(gives_VB_N_0(CC(shadows_NNS_Ne_1(be_VB_N_0(pleasing_VB_P_1(almostnatural+lighting_NN_Ne_1,CC(wall_NN_Ne_1,ceiling_NN_Ne_1,\X.bounced_VB_N_0(X))),seq(photos_NNS_P_1,addon+flash+unit_NN_Ne_1)))),photographs_NNS_N_0,CC(cameras_NNS_N_0,builtin+flash_NN_N_0),quality_NN_N_0,greatest+difference_NN_N_0)))","['almostnatural+lighting_NN_Ne_1', 'wall_NN_Ne_1', 'ceiling_NN_Ne_1', 'addon+flash+unit_NN_Ne_1']","[0, 0, 0, 0]","['almostnatural lighting', 'wall', 'ceiling', 'addon flash unit']",
549,549,"i needed three batteries to keep myself going with the s330 , but the battery in the g3 is a real powerhouse : ","CC(is_VB_N_0(real+powerhouse_NN_N_0,CC(g3_NN_N_0,battery_NN_N_0)),needed_VB_N_0(batteries_NNS_N_0,keep_VB_N_0(myself_PRP_N_0,going_VB_N_0(s330_NN_N_0)),i_LS_N_0))",[],[],[],battery[+2]
550,550,i shot over 300 photos at my goddaughter 's birthday party without switching out to my backup battery . ,"switching_VB_N_0(backup+battery_NN_N_0,goddaughter+birthday+party_NN_N_0(CC(shot_NN_N_0,photos_NNS_N_0)),i_LS_N_0)",[],[],[],
551,551,"the g3 has a different type of battery charging system from the smaller canon cameras : the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery . ","CC(enables_VB_N_0(you_PRP_N_0,running_VB_N_0(battery_NN_N_0,\X.plugged_VB_N_0(X),use_VB_N_0(camera_NN_N_0)),charging+system_NN_N_0),has_VB_N_0(needs_VB_N_0(be_VB_N_0(camera_NN_N_0(\X.charged_VB_N_0(X))),CC(canon_NN_N_0,cameras_NNS_N_0),battery_NN_N_0,CC(battery_NN_N_0,charging+system_NN_N_0,different+type_NN_N_0)),g3_NN_N_0))",[],[],[],battery charging system[+1]
552,552,"i have yet to try using all of the adjustment options : shutter priority , aperature priority , light metering adjustments , etc. , but all controls are well thought out and and the manual is relatively clear . ","NSS(etc_FW_N_0(try_VB_N_0(using_VB_N_0(CC(adjustment_NN_N_0,options_NNS_N_0),shutter_NN_N_0(priority_NN_N_0(aperature_NN_N_0(priority_NN_N_0(light_NN_N_0(metering_VB_N_0(adjustments_NNS_N_0)))))))),i_LS_N_0),CC(CC(CC(seq(controls_NNS_P_1,manual_NN_N_0)))))",[],[],[],manual[+1]
553,553,"you can use this camera right out of the box on the automatic setting , or slowly get comfortable with the manual settings and what they can do . ","CC(get_VB_N_0(CC(\X.do_VB_N_0(X,they_PRP_N_0),seq(camera_NN_N_0,settings_NNS_P_1))),you_PRP_N_0)",[],[],[],
554,554,negatives ? ,negatives_NNS_Ne_1,[],[],[],
555,555,"i 've been bothered by blown-out highlights on the s330 , and the g3 seems to do only slightly better . ","CC(g3_NN_P_1,ve_FW_N_0(been_VB_N_0(s330_NN_N_0(blownout_NN_N_0(\X.highlights_VB_N_0(X)),\X.bothered_VB_Ne_1(X))),i_FW_N_0))",['g3_NN_P_1'],[1],['g3'],highlight[-1]
556,556,( i 'm starting to think that this may just be one of the weaknesses of all digital photography at this level . ) ,"am_VB_N_0(starting_VB_N_0(think_VB_N_0(be_VB_N_0(CC(level_NN_N_0,digital+photography_NN_N_0,weaknesses_NNS_Ne_1)))),i_FW_N_0)",[],[],[],
557,557,"the on-off button feels somewhat flimsy , and has an awkward , tiny little lock-out button that needs to be depressed to turn on the camera . ","CC(has_VB_N_0(needs_VB_N_0(be_VB_N_0(depressed_VB_Ne_1(turn_VB_N_0(camera_NN_N_0))),seq(onoff+button_NN_N_0,lockout+button_NN_Ne_1))),onoff+button_NN_Ne_1)","['lockout+button_NN_Ne_1', 'onoff+button_NN_Ne_1']","[0, 0]","['lockout button', 'onoff button']",no-off button[-2]
558,558,"and the body / construction in general has quite a bit of plastic , a disappointment after the stainless steel heft of the s330 . ","CC(CC(s330_NN_N_0,stainless+steel+heft_NN_N_0,has_VB_N_0(disappointment_NN_N_0(CC(plastic_NN_N_0,bit_NN_N_0))),body+construction_NN_N_0))",[],[],[],body[-2]
559,559,"i bought a 512 mb card , which seems to hold about 400 photos at the highest resolution . ","bought_VB_N_0(seems_VB_N_0(highest+resolution_NN_N_0(hold_VB_N_0(photos_NNS_N_0)),512+mb+card_NN_N_0),i_LS_N_0)",[],[],[],
560,560,"i was worried that 4 megapixel photos would download more slowly , but there 's no difference in working with the files . ","was_VB_N_0(worried_VB_Ne_1(download_VB_N_0(CC(megapixel_NN_N_0,photos_NNS_N_0))),i_LS_N_0)",[],[],[],download[+1]
561,561,i have a 120 gb remote drive i use to store my digital images : ,"have_VB_N_0(CC(gb_NN_N_0,remote+drive_NN_N_0),i_LS_N_0)",[],[],[],
562,562,i can imagine that they 'd fill up my ibook 's internal memory pretty quickly . ,"imagine_VB_N_0(d_NN_N_0(fill_VB_N_0(CC(ibook_NN_N_0,internal+memory_NN_N_0)),they_PRP_N_0),i_LS_N_0)",[],[],[],
563,563,"at the same time i purchased this camera i also bought adobe 's photoshop elments 2.0 software , and can 't praise it highly enough . ","same+time_NN_N_0(CC(t_NN_N_0(praise_VB_P_1(it_PRP_N_0)),purchased_VB_N_0(bought_VB_N_0(adobe_NN_N_0(CC(photoshop+elments_NN_N_0,20+software_NN_N_0)),camera_NN_N_0,i_FW_N_0)),i_FW_N_0))",[],[],[],
564,564,"if you 're investing in a camera at this level , buy this software ! ","buy_VB_N_0(software_NN_N_0,re_VB_N_0(level_NN_N_0(investing_VB_N_0(camera_NN_N_0)),you_PRP_N_0))",[],[],[],
565,565,"and as i said in my review of the s330 , all of these digital cameras are easier to use with apple computers . ","CC(CC(s330_NN_N_0,review_NN_N_0,\X.said_VB_N_0(X),i_FW_N_0,CC(apple_NN_P_1,computers_NNS_P_1,\X.use_VB_N_0(X),seq(digital_JJ_N_0,cameras_NNS_N_0))))",['apple_NN_P_1'],[1],['apple'],
566,566,"the bottom line : if you 're serious about your digital photography , or been bitten with the bug after using a digital point-and-shoot , this may be just the camera for you . ","be_VB_N_0(seq(you_PRP_N_0,camera_NN_N_0),CC(been_VB_N_0(using_VB_N_0(digital+pointandshoot_NN_N_0,bitten_VB_N_0(bug_NN_Ne_1))),seq(bottom+line_NN_N_0,digital+photography_NN_N_0),you_PRP_N_0))",['bug_NN_Ne_1'],[0],['bug'],
567,567,but make sure to buy a tripod and separate flash unit at the same time : you 'll see the difference in your photos immediately . ,"CC(make_VB_N_0(same+time_NN_N_0(buy_VB_N_0(CC(separate+flash+unit_NN_N_0,tripod_NN_N_0))),ll_VB_N_0(see_VB_N_0(CC(photos_NNS_N_0,difference_NN_N_0)),you_PRP_N_0)))",[],[],[],
568,568,added 2-24 . ,\X.added_VB_N_0(X),[],[],[],
569,569,i 've now had the camera for two months and i 'm even more pleased with it . ,"CC(seq(camera_NN_P_1,it_PRP_N_0,i_FW_N_0))",['camera_NN_P_1'],[1],['camera'],camera[+3]
570,570,i wound up buying a gray card and use it all the time with the custom white-balance setting . ,"CC(custom+whitebalance+setting_NN_N_0(use_VB_N_0(it_PRP_N_0,time_NN_N_0)),wound_NN_Ne_1(buying_VB_N_0(gray+card_NN_N_0)),i_LS_N_0)",['wound_NN_Ne_1'],[0],['wound'],
571,571,"it helps avoid the problem of a color cast on the pictures , especially in mixed-light settings . ","helps_VB_N_0(avoid_VB_N_0(CC(mixedlight_NN_N_0,settings_NNS_N_0,pictures_NNS_N_0(color_NN_N_0(\X.cast_VB_N_0(X))),problem_NN_Ne_1)),it_PRP_N_0)",['problem_NN_Ne_1'],[0],['problem'],
572,572,"if you do n't have a gray card , you can use a plain white piece of paper . ","have_VB_N_0(gray+card_NN_N_0,you_PRP_N_0,use_VB_N_0(paper_NN_N_0(seq(plain_JJ_N_0,white+piece_NN_N_0)),you_PRP_N_0))",[],[],[],
573,573,"i also discovered the exposure-bracket setting , which enables you to take three exposures with one press of the shutter : the first at the camera-determined exposure , then one lighter and one darker . ","discovered_VB_N_0(enables_VB_N_0(you_PRP_N_0,CC(cameradetermined+exposure_NN_Ne_1,cameradetermined+exposure_NN_P_1,one+press_NN_N_0,take_VB_N_0(exposures_NNS_N_0)),exposurebracket+setting_NN_N_0),i_LS_N_0)","['cameradetermined+exposure_NN_P_1', 'cameradetermined+exposure_NN_Ne_1']","[1, 0]","['cameradetermined exposure', 'cameradetermined exposure']",
574,574,especially useful with portraits and difficult-to-meter situations . ,"CC(CC(difficulttometer_NN_P_1,situations_NNS_P_1),portraits_NNS_P_1,especially_RB_N_N_0)",['difficulttometer_NN_P_1'],[1],['difficulttometer'],
575,575,i did buy the telephoto lens ( and the required extension ) . ,"did_VB_N_0(buy_VB_N_0(CC(required+extension_NN_N_0,telephoto+lens_NN_N_0)),i_LS_N_0)",[],[],[],
576,576,very easy to use . ,"easy_JJ_P_1(\X.use_VB_N_0(X),very_RB_I_N_0)",[],[],[],
577,577,"i 'll probably also get the wide-angle now , too . ","get_VB_N_0(wideangle_NN_N_0,i_LS_N_0)",[],[],[],
578,578,"very comfortable camera , easy to use , and the best digital photos you 're going to get at this price . ","CC(re_VB_N_0(going_VB_N_0(price_NN_N_0(\X.get_VB_N_0(X))),seq(camera_NN_N_0,photos_NNS_P_1),you_PRP_N_0))",[],[],[],"camera[+3],use[+1],photo[+3]"
579,579,i 've been using the g3 for about six weeks and it has proven itself to be all that it 's advertised . ,"CC(has_VB_N_0(proven_VB_P_1(itself_PRP_N_0,be_VB_N_0(\X.advertised_VB_N_0(X,it_PRP_N_0))),it_PRP_N_0),ve_FW_N_0(been_VB_N_0(weeks_NNS_N_0(using_VB_N_0(g3_NN_N_0))),i_FW_N_0))",[],[],[],g3[+2]
580,580,"after doing a hands-on comparison between the nikon coolpix 5700 and sony dsc-f 717 ( both of which lack the quality , feel , or features of the g3 ) , i ultimately chose the g3 because of its outstanding image quality ( resolution and coloration are superior ) . ","doing_VB_N_0(CC(CC(g3_NN_N_0,features_NNS_N_0),CC(feel_NN_N_0(lack_VB_Ne_1(quality_NN_N_0),CC(sony_NN_N_0,dscf_NN_N_0)),seq(handson+comparison_NN_N_0,coolpix_NN_N_0))),CC(seq(g3_NN_P_1,coloration_NN_N_0)))",['g3_NN_P_1'],[1],['g3'],
581,581,"it beats the competition in almost every area including battery life , enthusiast features , external flash capabilities , available storage types , image formats , and more . ","beats_VB_N_0(features_VB_N_0(CC(flash_NN_N_0,capabilities_NNS_N_0),CC(image_NN_P_1,formats_NNS_P_1),including_VB_N_0(battery+life+enthusiast_NN_N_0,area_NN_N_0,competition_NN_N_0)),it_PRP_N_0)",['image_NN_P_1'],[1],['image'],
582,582,this is a camera you will need to study and use in order to fully exploit its many features . ,"is_VB_N_0(\X.need_VB_N_0(CC(order_NN_N_0(exploit_VB_Ne_1(seq(camera_NN_N_0,features_NNS_N_0)),\X.use_VB_N_0(X)),\X.study_VB_N_0(X)),X,you_PRP_N_0))",[],[],[],
583,583,"it can be a point-and-shoot camera , but if you do not intend to "" get into "" it 's finer features , i 'd suggest a less enthusiast featured choice . ","CC(suggest_VB_N_0(featured+choice_NN_P_1,CC(d_FW_N_0,i_FW_N_0)),be_VB_N_0(pointandshoot+camera_NN_N_0,it_PRP_N_0))",['featured+choice_NN_P_1'],[1],['featured choice'],
584,584,"all-in-all , i believe this is arguably the best non-slr digital camera on the market . ","allinall_NN_N_0(believe_VB_N_0(is_VB_N_0(market_NN_N_0(seq(nonslr_JJ_N_0,digital+camera_NN_P_1))),i_FW_N_0))",['digital+camera_NN_P_1'],[1],['digital camera'],camera[+3]
585,585,"the canon g3 improves in almost all ways on the g1 and g2 before it , and in fact beats the nikon coolpix 5000 in performance ( picture quality and battery life ) -- which is amazing because the 5000 is a 5 megapixel camera and the canon is a 4 megapixel camera . ","CC(fact_NN_N_0(beats_VB_N_0(CC(is_VB_N_0(4+megapixel+camera_NN_N_0,canon_NN_N_0),is_VB_N_0(5+megapixel+camera_NN_N_0),coolpix_NN_P_1))),it_PRP_N_0(CC(g2_NN_N_0,g1_NN_N_0,ways_NNS_N_0,\X.improves_VB_P_1(X))),canon+g3_NN_N_0)",['coolpix_NN_P_1'],[1],['coolpix'],
586,586,canon 's optics are better and i believe their processing algorithms are also better . ,"CC(believe_VB_N_0(CC(processing_NN_N_0,algorithms_NNS_N_0),i_FW_N_0),CC(canon_NN_P_1,optics_NNS_P_1))",['canon_NN_P_1'],[1],['canon'],optic[+2]
587,587,"simply , the canon g3 is the best digital camera out there today at this price point . ",canon+g3_NN_P_1,['canon+g3_NN_P_1'],[1],['canon g3'],digital camera[+3]
588,588,"the canon allows you to change lenses , and it accepts the ibm microdrive ( type ii compact flash ) , so you can have up to 1 gigabyte of storage . ","CC(have_VB_N_0(CC(storage_NN_N_0,gigabyte_NN_N_0),you_PRP_N_0,accepts_VB_N_0(ibm_NN_N_0(microdrive_NN_N_0(type_NN_N_0(seq(ii_LS_N_0,compact+flash_NN_N_0))))),it_PRP_N_0),allows_VB_N_0(you_PRP_N_0,change_VB_N_0(lenses_NNS_N_0),canon_NN_N_0))",[],[],[],
589,589,for me on the fine resolution setting ( not maximum but very close ) this adds up to over 1000 images with the 1 gig card . ,"me_PRP_N_0(maximum_NN_N_0(setting_VB_N_0(fine+resolution_NN_N_0)),1+gig+card_NN_N_0(adds_VB_N_0(images_NNS_N_0)))",[],[],[],
590,590,the battery life of this camera is twice that of the nikon 5000 and is better than anything else i 've seen . ,"CC(ve_FW_N_0(\X.seen_VB_N_0(X),seq(battery+life_NN_N_0,anything_NN_N_0),i_FW_N_0,battery+life_NN_P_1),is_VB_N_0(battery+life_NN_N_0(twice_RB_N_N_0)))",['battery+life_NN_P_1'],[1],['battery life'],battery life[+2]
591,591,"the only minor nits i have with the camera are it is fairly boxy looking , it needs a wrist strap instead of a neck strap , and it is a bit slow between shots . ","CC(is_VB_N_0(shots_NNS_N_0(seq(nits_NNS_Ne_1,bit_NN_N_0)),it_PRP_N_0))",[],[],[],look[-2]
592,592,"even with these shortcomings , i still think it is the best digital camera available under $ 1200 . ","shortcomings_NNS_Ne_1(think_VB_N_0(is_VB_N_0(seq(best_JJ_P_1,digital+camera_NN_P_1),it_PRP_N_0),i_FW_N_0))",['digital+camera_NN_P_1'],[1],['digital camera'],camera[+3]
593,593,definetely a great camera . ,great+camera_NN_N_0,[],[],[],camera[+3]
594,594,proven canon built quality and lens . ,"built_VB_N_0(CC(lens_NN_N_0,quality_NN_N_0),proven+canon_NN_N_0)",[],[],[],"quality[+2],lens[+2]"
595,595,feels solid in hand . ,hand_NN_N_0(solid_JJ_P_1(\X.feels_VB_N_0(X))),[],[],[],feel[+2]
