review,target,domain,aspect
i find this to be a great feature . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,mpeg[+2][p]
i 've tried playing all of these discs and they all play great . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,play[+2][p]
for the money apex machines have good features . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,feature[+2]
you can 't find the mpeg playback on high priced units . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"it 's low profile , space saving design looks nice . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,design[+2]
i find the apex ad-2600 to be a great buy . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[+2][u]
i received this dvd player free with the purchase of a palm tungsten e from officemax . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
now i know why - they are pieces of junk . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[-3][p]
"less than a month later the screen freezes and eventually shows "" no disc . "" ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,"no disc[-2], screen[-3][u]"
this is the second apex dvd player i 've had - and the last . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
my first player ( model ad-500a ) went into the trash about 6 months after i bought it . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
same story as everybody else when trying to get service from apex - nothing . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,service[-3]
pay a few more bucks and get something else - it 'll be worth it in the long run . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"i was surprised to find that not only could this dvd player play mpeg2 format which allowed me to stack 2 movies on a dvd , but it also was able to play vob files which i created with smart ripper . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,format[+2]
the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,aff[+2]
loved the slim design . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,design[+2]
this unit was working fine for the 1st month and a half and then the color signal disappeared . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,color signal[-2]
apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,customer service[-2]
"it plays all my back-ups , + or - , and everything else i have put in it without a hick up . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
audio is excellent . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,audio[+2]
well worth the money . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"after having bought and been disappointed in another brand of dvd player , i purchased the apex ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"( good going , amazon ). ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i am very pleased with the apex ad2600.it plays just about anything you put in the drawer . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,"player[+3], format[+2]"
"so far i 've played regular dvd 's , backup dvd-r 's , mp3 cd 's , and regular cd 's . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"i have not yet tried the photo show capability , but i 'm thinking that will probably work well too , based on the success with the above mentioned disks . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i do want to mention too that it is certainly worthwhile to read the instruction manual that comes with the unit . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"the comments i 've read about having problems with this dvd player all seem to stem from pushing the incorrect buttons on the dvd remote.for instance , pushing the button to play pal ( european type ) movies , when an ntsc ( usa type ) movie disk is in the disk tray . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"so , if you read the instructions well , you should n't have any problems with this dvd unit . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"i can 't speak to its long-term reliability , as i 've only had the apex ad2600 for a little over a week at this point . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"but , it seems to work so well now , that i do n't anticipate any problems with it . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[+2][p]
bottom line for me is that for the price i do n't think you can go wrong at all by purchasing this dvd player . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
wow ! ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
simple to use and hook up . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[+2][u]
"comes with standard rca jacks for output , along with s-video output ( s-video cable not included , must be purchased seperately ) and also component video outputs . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,"progressive scan[+2],remote[+3]"
"i also own an "" apex ad 1201 "" dvd player and have had no problems with it since i purchased it almost 1 1/2 years ago . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
and does n't need to be placed in a cabinet like the 1201 does . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
friends of mine who own apex tv sets are also all very pleased . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i would not hesitate to purchase this if you are uncertain of the brand name . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
consider it for a future gift too ! ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
this dvd play is basicly junk . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[-3]
it wo n't play all of my movies . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,play[-3][p]
keeps coming up with no disk errors . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"i tried called apex cust service , no help . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,customer service[-2]
do n't waste your money . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"mine was 2 weeks old and i chucked it in the trash , where it belongs . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[-3][p]
this is the 4 apex player that i have bought . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
you might think you are saving money by buying an apex but in the long run you will spend more . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
each of the 4 lasted less than six months . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[-2][p]
you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
spend the money its well worth it . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
this is the best dvd player i 've purchased . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[+3]
"i 've owned a panasonic and sony dvd and this one outperforms in function and image quality and most of all , access speed . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"for those of you who has problems with this player , i 'd suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no picture , etc. ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"this player has worked flawlessly for me and at this price , you can 't go wrong . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[+3]
80 % of the features on here you will not get by spending $ 100 on a sony or panasonic . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"having said that , this is what you do . "" add to cart "" ! ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
""" check out "" ! ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
""" enjoy "" ! ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i have sent my ad2600 back to apex because it wo n't play certain disney and other dvd movies ( no disc message ) . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,"play[-2], dvd[-2], no disc[-2]"
they sent me a new ad2600 with the same problem . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i call apex customer service and they told me that there is a known problem with the model playing disney and other movies and that it is not there problem so i 'm stuck with a new dvd player that wo n't play my kids disney movies . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i bought this dvd player mainly because my old sharp dvd player could not play most of the dvds from the store that i rent from and i had to watch them using my pc 's dvd-rom player . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"well , this apex dvd player turned out great ! ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,dvd player[+2]
"it plays basically every media i 've tested so far , even an old vcd that i ripped years ago and the rental dvd that could n't be played on my old $ 200 sharp player ! ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,media[+2][u]
"i have to say i 'm also pretty impressed by the user interface for playing jpeg , mp3 and mpeg files stored on cd-rs / dvds . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,user interface[+2]
it 's almost like having a media player / file manager built into the dvd player . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[+2]
what more can you ask for from a $ 40 dvd player ? ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i guess i 'm just lucky to get a good working unit ! ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
hope the unit lasts as i 've only had it for 3 days . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
and the slim form-factor together with the mirror-like front panel sure makes the player look cool and pricey ! ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,"look[+2][u],panel[+2]"
"one bad thing though , i find the remote-control a bit flimsy and i predict it will most probably ' die ' before the player does . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,remote control[-2]
"finally , amazon 's free shipping is really getting good , it took only 3 working days for the player to reach me ! ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,shipping[+2]
"i purchased two of these players for christmas gifts , and both were bad . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[-3]
the first one would n't work from the start . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[-3]
the second lasted about two weeks before the video went out ! ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[-2]
"amazon.com promptly refunded my money for the first one , because a replacement was not available ( thanks amazon.com ! ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
i am still trying to resolve the problem with the second one . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
"i have tried several times to contact apex digital through their on-line support site and their telephone line , but they wo n't answer my emails and their telephone line is always busy . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,on-line support[-3][u]
i will never buy another apex digital product ! ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
for the most part this is a good dvd player . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,player[+1]
"but about 25 % of dvd 's i 've played on ithave a problem , when watching a movie the picture will freeze , but the dvd still plays , and eventualy the picture kicks back in after skipping a few moments . ",1,Apex_AD2600_Progressive-scan_DVD_player.txt,"dvd[-2], picture[-2], play[-2]"
usually i just skip to the next chapter to avoid it . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
annoying . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
we have had this product for over a month and yesterday it stopped working . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,product[-3][u]
it is connected to an old television set via composite video and analog audio outputs . ,0,Apex_AD2600_Progressive-scan_DVD_player.txt,
there was neither picture nor sound . ,1,Apex_AD2600_Progressive-scan_DVD_player.txt,"picture[-2], sound[-2]"
"connecting the same outputs to a video card in my computer , there was sound but still no picture . ",0,Apex_AD2600_Progressive-scan_DVD_player.txt,
