,index,sentence,lambda,raw_aspect,sentiment,aspect,target
556,556,( i 'm starting to think that this may just be one of the weaknesses of all digital photography at this level . ) ,"am_VB_N_0(starting_VB_N_0(think_VB_N_0(be_VB_N_0(\X.X,\X.X))),i_FW_N_0)",[],[],[],
557,557,"the on-off button feels somewhat flimsy , and has an awkward , tiny little lock-out button that needs to be depressed to turn on the camera . ","CC(has_VB_N_0(needs_VB_N_0(be_VB_N_0(depressed_VB_Ne_1(turn_VB_N_0(camera_NN_N_0))),button_NN_Ne_1)),button_NN_Ne_1)","['button_NN_Ne_1', 'button_NN_Ne_1']","[0, 0]","['button', 'button']",no-off button[-2]
558,558,"and the body / construction in general has quite a bit of plastic , a disappointment after the stainless steel heft of the s330 . ","CC(steel+heft_NN_N_0(has_VB_N_0(disappointment_NN_Ne_1(\X.X)),body+construction_NN_N_0))",['disappointment_NN_Ne_1'],[0],['disappointment'],body[-2]
559,559,"i bought a 512 mb card , which seems to hold about 400 photos at the highest resolution . ","bought_VB_N_0(seems_VB_N_0(resolution_NN_N_0(hold_VB_N_0(\X.X)),mb+card_NN_N_0),i_LS_N_0)",[],[],[],
560,560,"i was worried that 4 megapixel photos would download more slowly , but there 's no difference in working with the files . ","was_VB_N_0(worried_VB_Ne_1(download_VB_N_0(seq(megapixel_NN_N_0,photos_NNS_N_0))),i_LS_N_0)",[],[],[],download[+1]
561,561,i have a 120 gb remote drive i use to store my digital images : ,"have_VB_N_0(use_VB_N_0(images_NNS_N_0(\X.store_VB_N_0(X)),seq(gb_NN_N_0,drive_NN_N_0),i_FW_N_0),i_LS_N_0)",[],[],[],
562,562,i can imagine that they 'd fill up my ibook 's internal memory pretty quickly . ,"imagine_VB_N_0(d_NN_N_0(fill_VB_N_0(seq(ibook_NN_N_0,memory_NN_N_0)),they_PRP_N_0),i_LS_N_0)",[],[],[],
563,563,"at the same time i purchased this camera i also bought adobe 's photoshop elments 2.0 software , and can 't praise it highly enough . ","time_NN_N_0(CC(t_NN_N_0(praise_VB_P_1(it_PRP_N_0)),purchased_VB_N_0(bought_VB_N_0(adobe_NN_N_0(seq(photoshop_NN_N_0,elments_NNS_N_0,software_NN_N_0)),camera_NN_N_0,i_FW_N_0)),i_FW_N_0))",[],[],[],
564,564,"if you 're investing in a camera at this level , buy this software ! ","buy_VB_N_0(software_NN_N_0,re_VB_N_0(level_NN_N_0(investing_VB_N_0(camera_NN_N_0)),you_PRP_N_0))",[],[],[],
565,565,"and as i said in my review of the s330 , all of these digital cameras are easier to use with apple computers . ","CC(review_NN_N_0(\X.said_VB_N_0(X),i_FW_N_0,seq(apple_NN_P_1,computers_NNS_N_0,\X.use_VB_N_0(X),\X.X)))",['apple_NN_P_1'],[1],['apple'],
566,566,"the bottom line : if you 're serious about your digital photography , or been bitten with the bug after using a digital point-and-shoot , this may be just the camera for you . ","be_VB_N_0(you_PRP_N_0(\X.X),CC(been_VB_N_0(using_VB_N_0(pointandshoot_NN_N_0,\X.X,bitten_VB_N_0(bug_NN_Ne_1))),photography_NN_N_0,you_PRP_N_0,line_NN_N_0))",['bug_NN_Ne_1'],[0],['bug'],
567,567,but make sure to buy a tripod and separate flash unit at the same time : you 'll see the difference in your photos immediately . ,"CC(make_VB_N_0(time_NN_N_0(buy_VB_N_0(CC(flash+unit_NN_N_0,tripod_NN_N_0))),ll_VB_N_0(see_VB_N_0(seq(photos_NNS_N_0,difference_NN_N_0)),you_PRP_N_0)))",[],[],[],
568,568,added 2-24 . ,added_VB_N_0(\X.X),[],[],[],
569,569,i 've now had the camera for two months and i 'm even more pleased with it . ,"CC(camera_NN_P_1(it_PRP_N_0,i_FW_N_0))",['camera_NN_P_1'],[1],['camera'],camera[+3]
570,570,i wound up buying a gray card and use it all the time with the custom white-balance setting . ,"CC(custom+whitebalance+setting_NN_N_0(use_VB_N_0(it_PRP_N_0,time_NN_N_0)),wound_NN_Ne_1(\X.X,buying_VB_N_0(card_NN_N_0)),i_LS_N_0)",['wound_NN_Ne_1'],[0],['wound'],
571,571,"it helps avoid the problem of a color cast on the pictures , especially in mixed-light settings . ","helps_VB_N_0(avoid_VB_N_0(problem_NN_Ne_1),it_PRP_N_0)",['problem_NN_Ne_1'],[0],['problem'],
572,572,"if you do n't have a gray card , you can use a plain white piece of paper . ","have_VB_N_0(card_NN_N_0,you_PRP_N_0,use_VB_N_0(piece_NN_N_0,you_PRP_N_0))",[],[],[],
573,573,"i also discovered the exposure-bracket setting , which enables you to take three exposures with one press of the shutter : the first at the camera-determined exposure , then one lighter and one darker . ","discovered_VB_N_0(enables_VB_N_0(you_PRP_N_0,CC(exposure_NN_Ne_1,exposure_NN_P_1,press_NN_N_0,take_VB_N_0(exposures_NNS_N_0)),exposurebracket+setting_NN_N_0),i_LS_N_0)","['exposure_NN_P_1', 'exposure_NN_Ne_1']","[1, 0]","['exposure', 'exposure']",
574,574,especially useful with portraits and difficult-to-meter situations . ,"CC(seq(difficulttometer_NN_P_1,situations_NNS_N_0),portraits_NNS_N_0,especially_RB_N)",['difficulttometer_NN_P_1'],[1],['difficulttometer'],
575,575,i did buy the telephoto lens ( and the required extension ) . ,"did_VB_N_0(buy_VB_N_0(CC(required_VB_N_0(extension_NN_N_0),telephoto+lens_NN_N_0)),i_LS_N_0)",[],[],[],
576,576,very easy to use . ,"easy_JJ_P_1(\X.use_VB_N_0(X),very_RB_I)",[],[],[],
577,577,"i 'll probably also get the wide-angle now , too . ","get_VB_N_0(wideangle_NN_N_0,i_LS_N_0)",[],[],[],
578,578,"very comfortable camera , easy to use , and the best digital photos you 're going to get at this price . ","CC(re_VB_N_0(going_VB_N_0(price_NN_N_0(\X.get_VB_N_0(X))),photos_NNS_P_1,you_PRP_N_0),camera_NN_P_1)",['camera_NN_P_1'],[1],['camera'],"camera[+3],use[+1],photo[+3]"
579,579,i 've been using the g3 for about six weeks and it has proven itself to be all that it 's advertised . ,"CC(has_VB_N_0(proven_VB_P_1(itself_PRP_N_0,be_VB_N_0(advertised_VB_N_0(\X.X,it_PRP_N_0))),it_PRP_N_0),ve_FW_N_0(been_VB_N_0(weeks_NNS_N_0(using_VB_N_0(g3_NN_N_0))),i_FW_N_0))",[],[],[],g3[+2]
580,580,"after doing a hands-on comparison between the nikon coolpix 5700 and sony dsc-f 717 ( both of which lack the quality , feel , or features of the g3 ) , i ultimately chose the g3 because of its outstanding image quality ( resolution and coloration are superior ) . ","doing_VB_N_0(CC(features_NNS_N_0,CC(sony_NN_N_0(dscf_NN_N_0(\X.X)),coolpix_NN_N_0),handson+comparison_NN_N_0),CC(coloration_NN_P_1,chose_VB_N_0(g3_NN_N_0,i_FW_N_0)))",['coloration_NN_P_1'],[1],['coloration'],
581,581,"it beats the competition in almost every area including battery life , enthusiast features , external flash capabilities , available storage types , image formats , and more . ","beats_VB_N_0(features_VB_N_0(seq(flash_NN_N_0,capabilities_NNS_N_0),seq(storage_NN_P_1,types_NNS_N_0,seq(image_NN_N_0,formats_NNS_N_0)),including_VB_N_0(battery+life+enthusiast_NN_N_0,\X.X,competition_NN_N_0)),it_PRP_N_0)",['storage_NN_P_1'],[1],['storage'],
582,582,this is a camera you will need to study and use in order to fully exploit its many features . ,"is_VB_N_0(need_VB_N_0(CC(order_NN_N_0(exploit_VB_Ne_1(features_NNS_N_0),\X.use_VB_N_0(X)),\X.study_VB_N_0(X)),camera_NN_N_0,you_PRP_N_0),\X.X)",[],[],[],
583,583,"it can be a point-and-shoot camera , but if you do not intend to "" get into "" it 's finer features , i 'd suggest a less enthusiast featured choice . ","CC(intend_VB_N_0(it_PRP_N_0(\X.get_VB_N_0(X),features_NNS_P_1),you_PRP_N_0,suggest_VB_N_0(enthusiast_NN_N_0(featured_VB_N_0(choice_NN_N_0)),seq(d_FW_N_0,i_FW_N_0))),be_VB_N_0(pointandshoot+camera_NN_N_0,it_PRP_N_0))",[],[],[],
584,584,"all-in-all , i believe this is arguably the best non-slr digital camera on the market . ","allinall_NN_N_0(believe_VB_N_0(is_VB_N_0(seq(market_NN_N_0,camera_NN_P_1),\X.X),i_FW_N_0))",['camera_NN_P_1'],[1],['camera'],camera[+3]
585,585,"the canon g3 improves in almost all ways on the g1 and g2 before it , and in fact beats the nikon coolpix 5000 in performance ( picture quality and battery life ) -- which is amazing because the 5000 is a 5 megapixel camera and the canon is a 4 megapixel camera . ","CC(fact_NN_N_0(beats_VB_N_0(CC(is_VB_N_0(megapixel+camera_NN_N_0,canon_NN_N_0),is_VB_N_0(megapixel+camera_NN_N_0,\X.X),coolpix_NN_P_1))),it_PRP_N_0(CC(g2_NN_N_0,g1_NN_N_0,\X.X,\X.improves_VB_P_1(X))),canon+g3_NN_N_0)",['coolpix_NN_P_1'],[1],['coolpix'],
586,586,canon 's optics are better and i believe their processing algorithms are also better . ,"CC(believe_VB_N_0(\X.X,i_FW_N_0),seq(canon_NN_P_1,optics_NNS_N_0))",['canon_NN_P_1'],[1],['canon'],optic[+2]
587,587,"simply , the canon g3 is the best digital camera out there today at this price point . ","price+point_NN_N_0(today_NN_N_0(is_VB_N_0(\X.X)),canon+g3_NN_N_0)",[],[],[],digital camera[+3]
588,588,"the canon allows you to change lenses , and it accepts the ibm microdrive ( type ii compact flash ) , so you can have up to 1 gigabyte of storage . ","CC(have_VB_N_0(gigabyte_NN_N_0,you_PRP_N_0,accepts_VB_N_0(ibm_NN_N_0(microdrive_NN_N_0(type_NN_N_0(ii_LS_N_0(flash_NN_P_1))))),it_PRP_N_0),allows_VB_N_0(you_PRP_N_0,change_VB_N_0(lenses_NNS_N_0),canon_NN_N_0))",['flash_NN_P_1'],[1],['flash'],
589,589,for me on the fine resolution setting ( not maximum but very close ) this adds up to over 1000 images with the 1 gig card . ,"me_PRP_N_0(setting_VB_N_0(resolution_NN_P_1),gig+card_NN_N_0(adds_VB_N_0(images_NNS_N_0),\X.X))",['resolution_NN_P_1'],[1],['resolution'],
590,590,the battery life of this camera is twice that of the nikon 5000 and is better than anything else i 've seen . ,"CC(ve_FW_N_0(\X.seen_VB_N_0(X),anything_NN_N_0,i_FW_N_0,battery+life_NN_P_1),is_VB_N_0(twice_RB_N(\X.X)))",['battery+life_NN_P_1'],[1],['battery life'],battery life[+2]
591,591,"the only minor nits i have with the camera are it is fairly boxy looking , it needs a wrist strap instead of a neck strap , and it is a bit slow between shots . ","CC(is_VB_N_0(seq(shots_NNS_N_0,bit_NN_Ne_1),it_PRP_N_0),are_VB_N_0(looking_VB_N_0(needs_VB_N_0(wrist+strap_NN_N_0,it_PRP_N_0),it_PRP_N_0),camera_NN_N_0(\X.have_VB_N_0(X),nits_NNS_N_0,i_FW_N_0)))",['bit_NN_Ne_1'],[0],['bit'],look[-2]
592,592,"even with these shortcomings , i still think it is the best digital camera available under $ 1200 . ","think_VB_N_0(is_VB_N_0(camera_NN_P_1,it_PRP_N_0),i_FW_N_0)",['camera_NN_P_1'],[1],['camera'],camera[+3]
593,593,definetely a great camera . ,\X.X,[],[],[],camera[+3]
594,594,proven canon built quality and lens . ,"built_VB_N_0(CC(lens_NN_N_0,quality_NN_N_0),canon_NN_P_1)",['canon_NN_P_1'],[1],['canon'],"quality[+2],lens[+2]"
595,595,feels solid in hand . ,hand_NN_N_0(solid_JJ_P_1(\X.feels_VB_N_0(X))),[],[],[],feel[+2]
